[1817664] ['3/7', '4/9', '5/3', '7/8', '7/8'] -> ((5/3 / ((4/9 / 7/8) - 3/7)) / 7/8)
[1817668] ['3/7', '4/9', '5/3', '7/8', '8/7'] -> ((5/3 / ((4/9 / 7/8) - 3/7)) * 8/7)
[1817673] ['3/7', '4/9', '5/3', '7/8', '9/7'] -> (9/7 / (((3/7 / 4/9) - 7/8) / 5/3))
[1817676] ['3/7', '4/9', '5/3', '7/9', '8/3'] -> (8/3 / (((3/7 * 5/3) * 7/9) - 4/9))
[1817688] ['3/7', '4/9', '5/3', '8/3', '8/9'] -> (8/9 / (((4/9 / 3/7) + 5/3) - 8/3))
[1817702] ['3/7', '4/9', '5/3', '8/7', '8/7'] -> ((5/3 / ((4/9 * 8/7) - 3/7)) * 8/7)
[1817706] ['3/7', '4/9', '5/3', '8/7', '9/5'] -> (((8/7 / (4/9 - 3/7)) / 5/3) / 9/5)
[1817709] ['3/7', '4/9', '5/3', '8/9', '8/9'] -> (8/9 / ((4/9 + 5/3) - (8/9 / 3/7)))
[1817711] ['3/7', '4/9', '5/3', '8/9', '9/4'] -> ((5/3 / (4/9 - (3/7 * 8/9))) - 9/4)
[1817715] ['3/7', '4/9', '5/3', '9/2', '9/2'] -> (((4/9 + (5/3 / 3/7)) * 9/2) + 9/2)
[1817736] ['3/7', '4/9', '5/4', '5/4', '6/7'] -> (6/7 / ((5/4 / 5/4) - (3/7 / 4/9)))
[1817747] ['3/7', '4/9', '5/4', '5/4', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/4 / 5/4)))
[1817761] ['3/7', '4/9', '5/4', '5/6', '7/4'] -> (((5/6 / (4/9 - 3/7)) / 5/4) / 7/4)
[1817789] ['3/7', '4/9', '5/4', '5/7', '8/7'] -> (8/7 / (4/9 * ((5/4 - 3/7) - 5/7)))
[1817831] ['3/7', '4/9', '5/4', '5/9', '9/4'] -> (((5/4 / (5/9 - 4/9)) / 3/7) - 9/4)
[1817861] ['3/7', '4/9', '5/4', '6/7', '8/3'] -> (8/3 / (6/7 - (4/9 * (3/7 + 5/4))))
[1817863] ['3/7', '4/9', '5/4', '6/7', '8/7'] -> (8/7 / (((4/9 * 5/4) * 6/7) - 3/7))
[1817866] ['3/7', '4/9', '5/4', '6/7', '9/4'] -> ((5/4 / (3/7 - (4/9 * 6/7))) - 9/4)
[1817867] ['3/7', '4/9', '5/4', '6/7', '9/5'] -> (((6/7 / (4/9 - 3/7)) / 5/4) / 9/5)
[1817877] ['3/7', '4/9', '5/4', '7/2', '8/3'] -> (8/3 / (4/9 * ((3/7 * 7/2) - 5/4)))
[1817892] ['3/7', '4/9', '5/4', '7/3', '8/3'] -> (8/3 / (4/9 * (5/4 - (3/7 * 7/3))))
[1817894] ['3/7', '4/9', '5/4', '7/3', '8/7'] -> (8/7 / (4/9 * ((5/4 / 7/3) - 3/7)))
[1817906] ['3/7', '4/9', '5/4', '7/4', '8/3'] -> (8/3 / (3/7 - ((4/9 * 5/4) / 7/4)))
[1817908] ['3/7', '4/9', '5/4', '7/4', '8/7'] -> (8/7 / ((4/9 - 3/7) * (5/4 + 7/4)))
[1817933] ['3/7', '4/9', '5/4', '7/6', '8/7'] -> (8/7 / (((4/9 * 5/4) / 7/6) - 3/7))
[1817936] ['3/7', '4/9', '5/4', '7/6', '9/4'] -> ((5/4 / (3/7 - (4/9 / 7/6))) - 9/4)
[1817942] ['3/7', '4/9', '5/4', '7/8', '8/3'] -> (8/3 / (((4/9 * 5/4) - 3/7) * 7/8))
[1817956] ['3/7', '4/9', '5/4', '7/9', '9/2'] -> ((5/4 + ((7/9 / 3/7) / 4/9)) * 9/2)
[1817961] ['3/7', '4/9', '5/4', '8/3', '8/3'] -> (8/3 / (4/9 * ((5/4 / 3/7) - 8/3)))
[1817965] ['3/7', '4/9', '5/4', '8/3', '9/2'] -> (((4/9 + (8/3 / 3/7)) / 5/4) * 9/2)
[1817966] ['3/7', '4/9', '5/4', '8/3', '9/4'] -> ((8/3 / (4/9 - (3/7 / 5/4))) - 9/4)
[1817970] ['3/7', '4/9', '5/4', '8/5', '8/5'] -> (8/5 / ((3/7 * 4/9) * (8/5 - 5/4)))
[1818004] ['3/7', '4/9', '5/4', '9/7', '9/8'] -> (((3/7 / (9/7 - 5/4)) / 4/9) / 9/8)
[1818007] ['3/7', '4/9', '5/6', '5/6', '5/7'] -> (5/7 / (5/6 - ((3/7 * 5/6) / 4/9)))
[1818011] ['3/7', '4/9', '5/6', '5/6', '6/7'] -> (6/7 / ((5/6 / 5/6) - (3/7 / 4/9)))
[1818022] ['3/7', '4/9', '5/6', '5/6', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/6 / 5/6)))
[1818041] ['3/7', '4/9', '5/6', '5/7', '8/5'] -> (8/5 / ((3/7 / 5/7) - (4/9 / 5/6)))
[1818042] ['3/7', '4/9', '5/6', '5/7', '8/7'] -> (8/7 / (3/7 - ((4/9 * 5/7) / 5/6)))
[1818050] ['3/7', '4/9', '5/6', '5/8', '5/9'] -> (5/9 / ((4/9 - 3/7) * (5/6 + 5/8)))
[1818053] ['3/7', '4/9', '5/6', '5/8', '7/2'] -> (((5/6 / (4/9 - 3/7)) / 5/8) / 7/2)
[1818074] ['3/7', '4/9', '5/6', '5/9', '7/4'] -> (((5/9 / (4/9 - 3/7)) / 5/6) / 7/4)
[1818089] ['3/7', '4/9', '5/6', '6/5', '6/7'] -> (6/7 / ((5/6 * 6/5) - (3/7 / 4/9)))
[1818099] ['3/7', '4/9', '5/6', '6/5', '8/7'] -> (8/7 / (((3/7 + 4/9) - 5/6) * 6/5))
[1818100] ['3/7', '4/9', '5/6', '6/5', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/6 * 6/5)))
[1818118] ['3/7', '4/9', '5/6', '6/7', '9/2'] -> ((5/6 + ((6/7 / 3/7) / 4/9)) * 9/2)
[1818128] ['3/7', '4/9', '5/6', '7/2', '7/8'] -> (((7/2 / (5/6 - 4/9)) / 3/7) / 7/8)
[1818130] ['3/7', '4/9', '5/6', '7/2', '8/3'] -> (8/3 / (((5/6 / 3/7) / 7/2) - 4/9))
[1818131] ['3/7', '4/9', '5/6', '7/2', '8/5'] -> (((5/6 / (4/9 - 3/7)) / 7/2) * 8/5)
[1818161] ['3/7', '4/9', '5/6', '7/4', '8/7'] -> (8/7 / (((3/7 / 4/9) + 5/6) - 7/4))
[1818162] ['3/7', '4/9', '5/6', '7/4', '8/9'] -> (8/9 / (4/9 * (5/6 - (3/7 * 7/4))))
[1818163] ['3/7', '4/9', '5/6', '7/4', '9/2'] -> ((4/9 / (5/6 - (3/7 * 7/4))) * 9/2)
[1818166] ['3/7', '4/9', '5/6', '7/4', '9/7'] -> (9/7 / (3/7 * ((5/6 / 4/9) - 7/4)))
[1818173] ['3/7', '4/9', '5/6', '7/5', '8/5'] -> (8/5 / ((3/7 * 7/5) - (4/9 / 5/6)))
[1818174] ['3/7', '4/9', '5/6', '7/5', '8/7'] -> (8/7 / (3/7 - ((4/9 / 5/6) / 7/5)))
[1818185] ['3/7', '4/9', '5/6', '7/6', '8/5'] -> ((5/6 / ((3/7 * 7/6) - 4/9)) * 8/5)
[1818193] ['3/7', '4/9', '5/6', '7/8', '7/8'] -> ((5/6 / (3/7 - (4/9 * 7/8))) / 7/8)
[1818194] ['3/7', '4/9', '5/6', '7/8', '7/9'] -> (7/9 / (((5/6 - 4/9) / 3/7) - 7/8))
[1818197] ['3/7', '4/9', '5/6', '7/8', '8/7'] -> ((5/6 / (3/7 - (4/9 * 7/8))) * 8/7)
[1818198] ['3/7', '4/9', '5/6', '7/8', '8/9'] -> (((4/9 / (7/8 - 5/6)) / 3/7) - 8/9)
[1818208] ['3/7', '4/9', '5/6', '7/9', '8/9'] -> (8/9 / ((4/9 * 5/6) - (3/7 * 7/9)))
[1818212] ['3/7', '4/9', '5/6', '7/9', '9/7'] -> (9/7 / ((3/7 * (5/6 - 7/9)) / 4/9))
[1818231] ['3/7', '4/9', '5/6', '8/7', '8/7'] -> ((5/6 / (3/7 - (4/9 / 8/7))) * 8/7)
[1818239] ['3/7', '4/9', '5/6', '8/9', '9/2'] -> (((8/9 / (5/6 - 4/9)) / 3/7) * 9/2)
[1818242] ['3/7', '4/9', '5/6', '8/9', '9/7'] -> (9/7 / ((3/7 * (8/9 - 5/6)) / 4/9))
[1818247] ['3/7', '4/9', '5/6', '9/2', '9/7'] -> (9/7 / ((3/7 * 9/2) - (5/6 / 4/9)))
[1818248] ['3/7', '4/9', '5/6', '9/2', '9/8'] -> (((9/2 / (5/6 - 4/9)) / 3/7) / 9/8)
[1818251] ['3/7', '4/9', '5/6', '9/4', '9/7'] -> (9/7 / ((3/7 + (5/6 / 4/9)) - 9/4))
[1818256] ['3/7', '4/9', '5/6', '9/7', '9/7'] -> (9/7 / (((9/7 - 3/7) - 5/6) / 4/9))
[1818263] ['3/7', '4/9', '5/7', '5/7', '6/7'] -> (6/7 / ((5/7 / 5/7) - (3/7 / 4/9)))
[1818271] ['3/7', '4/9', '5/7', '5/7', '8/3'] -> (8/3 / (((3/7 / 5/7) - 4/9) * 5/7))
[1818274] ['3/7', '4/9', '5/7', '5/7', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/7 / 5/7)))
[1818285] ['3/7', '4/9', '5/7', '5/8', '7/3'] -> (7/3 / (((3/7 / 5/7) - 4/9) * 5/8))
[1818291] ['3/7', '4/9', '5/7', '5/8', '8/3'] -> (8/3 / ((4/9 / 5/8) - (3/7 / 5/7)))
[1818294] ['3/7', '4/9', '5/7', '5/8', '8/9'] -> ((4/9 / ((5/7 * 5/8) - 3/7)) - 8/9)
[1818304] ['3/7', '4/9', '5/7', '5/9', '7/3'] -> (((3/7 + 5/7) / (5/9 - 4/9)) * 7/3)
[1818311] ['3/7', '4/9', '5/7', '5/9', '8/5'] -> (((5/7 / (5/9 - 4/9)) / 3/7) * 8/5)
[1818312] ['3/7', '4/9', '5/7', '5/9', '8/7'] -> (8/7 / (5/9 - (4/9 * (3/7 + 5/7))))
[1818328] ['3/7', '4/9', '5/7', '6/5', '8/3'] -> (8/3 / ((5/7 * (6/5 - 4/9)) - 3/7))
[1818329] ['3/7', '4/9', '5/7', '6/5', '8/5'] -> (8/5 / ((3/7 / 5/7) - (4/9 * 6/5)))
[1818330] ['3/7', '4/9', '5/7', '6/5', '8/7'] -> (8/7 / (3/7 - ((4/9 * 5/7) * 6/5)))
[1818346] ['3/7', '4/9', '5/7', '6/7', '8/5'] -> ((5/7 / (3/7 - (4/9 * 6/7))) * 8/5)
[1818347] ['3/7', '4/9', '5/7', '6/7', '8/7'] -> (8/7 / (((3/7 * 4/9) + 5/7) - 6/7))
[1818363] ['3/7', '4/9', '5/7', '7/2', '8/7'] -> (8/7 / (5/7 - ((3/7 * 4/9) * 7/2)))
[1818374] ['3/7', '4/9', '5/7', '7/3', '7/8'] -> ((7/3 / (3/7 - (4/9 * 5/7))) / 7/8)
[1818376] ['3/7', '4/9', '5/7', '7/3', '8/3'] -> ((((5/7 / 3/7) + 7/3) / 4/9) * 8/3)
[1818377] ['3/7', '4/9', '5/7', '7/3', '8/5'] -> ((7/3 / ((3/7 / 5/7) - 4/9)) * 8/5)
[1818378] ['3/7', '4/9', '5/7', '7/3', '8/7'] -> ((7/3 / (3/7 - (4/9 * 5/7))) * 8/7)
[1818393] ['3/7', '4/9', '5/7', '7/4', '8/9'] -> (8/9 / (4/9 * (7/4 - (5/7 / 3/7))))
[1818394] ['3/7', '4/9', '5/7', '7/4', '9/2'] -> ((4/9 / (7/4 - (5/7 / 3/7))) * 9/2)
[1818406] ['3/7', '4/9', '5/7', '7/5', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/7 * 7/5)))
[1818416] ['3/7', '4/9', '5/7', '7/6', '8/5'] -> ((5/7 / (3/7 - (4/9 / 7/6))) * 8/5)
[1818422] ['3/7', '4/9', '5/7', '7/6', '9/7'] -> (9/7 / (((7/6 - 3/7) - 5/7) / 4/9))
[1818437] ['3/7', '4/9', '5/7', '7/9', '8/5'] -> (8/5 / (3/7 * (7/9 - (4/9 / 5/7))))
[1818439] ['3/7', '4/9', '5/7', '7/9', '8/9'] -> (8/9 / (7/9 - ((4/9 * 5/7) / 3/7)))
[1818445] ['3/7', '4/9', '5/7', '8/3', '8/3'] -> (((3/7 + (8/3 / 4/9)) / 5/7) * 8/3)
[1818447] ['3/7', '4/9', '5/7', '8/3', '8/7'] -> (((8/3 / (5/7 - 3/7)) / 4/9) * 8/7)
[1818448] ['3/7', '4/9', '5/7', '8/3', '8/9'] -> (8/9 / (((4/9 + 5/7) / 3/7) - 8/3))
[1818450] ['3/7', '4/9', '5/7', '8/3', '9/4'] -> ((8/3 / ((3/7 / 4/9) - 5/7)) * 9/4)
[1818456] ['3/7', '4/9', '5/7', '8/5', '8/9'] -> ((4/9 / ((5/7 / 8/5) - 3/7)) - 8/9)
[1818484] ['3/7', '4/9', '5/7', '9/5', '9/5'] -> (((5/7 / (4/9 - 3/7)) - 9/5) / 9/5)
[1818491] ['3/7', '4/9', '5/8', '5/8', '5/9'] -> (5/9 / (((4/9 * 5/8) / 3/7) - 5/8))
[1818493] ['3/7', '4/9', '5/8', '5/8', '6/7'] -> (6/7 / ((5/8 / 5/8) - (3/7 / 4/9)))
[1818504] ['3/7', '4/9', '5/8', '5/8', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/8 / 5/8)))
[1818514] ['3/7', '4/9', '5/8', '5/9', '7/3'] -> (7/3 / (5/9 - (3/7 * (4/9 + 5/8))))
[1818521] ['3/7', '4/9', '5/8', '5/9', '8/5'] -> (8/5 / (3/7 * ((4/9 / 5/8) - 5/9)))
[1818526] ['3/7', '4/9', '5/8', '5/9', '9/5'] -> (9/5 / (3/7 * ((4/9 / 5/9) - 5/8)))
[1818527] ['3/7', '4/9', '5/8', '5/9', '9/7'] -> (9/7 / (((3/7 + 5/8) - 4/9) - 5/9))
[1818549] ['3/7', '4/9', '5/8', '6/7', '7/3'] -> (7/3 / (((6/7 - 5/8) / 3/7) - 4/9))
[1818557] ['3/7', '4/9', '5/8', '6/7', '8/7'] -> (8/7 / (4/9 * ((5/8 * 6/7) - 3/7)))
[1818560] ['3/7', '4/9', '5/8', '6/7', '9/4'] -> (9/4 / (((6/7 - 5/8) / 4/9) - 3/7))
[1818562] ['3/7', '4/9', '5/8', '6/7', '9/7'] -> (9/7 / (5/8 - (4/9 * (3/7 + 6/7))))
[1818565] ['3/7', '4/9', '5/8', '7/2', '7/3'] -> (7/3 / ((4/9 * 7/2) - (5/8 / 3/7)))
[1818571] ['3/7', '4/9', '5/8', '7/2', '8/3'] -> (8/3 / (4/9 * (3/7 - (5/8 / 7/2))))
[1818576] ['3/7', '4/9', '5/8', '7/2', '9/4'] -> (9/4 / ((3/7 * 7/2) - (5/8 / 4/9)))
[1818599] ['3/7', '4/9', '5/8', '7/4', '7/9'] -> (7/9 / (5/8 - ((4/9 / 3/7) / 7/4)))
[1818613] ['3/7', '4/9', '5/8', '7/5', '8/3'] -> (8/3 / ((4/9 / 5/8) - (3/7 * 7/5)))
[1818616] ['3/7', '4/9', '5/8', '7/5', '8/9'] -> ((4/9 / ((5/8 / 7/5) - 3/7)) - 8/9)
[1818627] ['3/7', '4/9', '5/8', '7/6', '8/7'] -> (8/7 / (4/9 * ((5/8 / 7/6) - 3/7)))
[1818638] ['3/7', '4/9', '5/8', '7/8', '8/7'] -> (8/7 / ((3/7 * 4/9) * (7/8 - 5/8)))
[1818656] ['3/7', '4/9', '5/8', '8/3', '8/5'] -> ((((8/3 / 3/7) / 4/9) / 5/8) + 8/5)
[1818660] ['3/7', '4/9', '5/8', '8/3', '9/4'] -> (((4/9 + (8/3 / 3/7)) / 5/8) * 9/4)
[1818666] ['3/7', '4/9', '5/8', '8/5', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/8 * 8/5)))
[1818692] ['3/7', '4/9', '5/8', '9/4', '9/7'] -> (9/7 / ((3/7 + 5/8) - (4/9 * 9/4)))
[1818694] ['3/7', '4/9', '5/8', '9/5', '9/5'] -> (9/5 / (3/7 * ((4/9 * 9/5) - 5/8)))
[1818702] ['3/7', '4/9', '5/9', '5/9', '6/7'] -> (6/7 / ((5/9 / 5/9) - (3/7 / 4/9)))
[1818713] ['3/7', '4/9', '5/9', '5/9', '8/9'] -> (8/9 / ((4/9 / 3/7) - (5/9 / 5/9)))
[1818723] ['3/7', '4/9', '5/9', '6/5', '7/4'] -> (((5/9 * 6/5) / (4/9 - 3/7)) / 7/4)
[1818737] ['3/7', '4/9', '5/9', '6/7', '6/7'] -> (6/7 / ((3/7 + 6/7) - (5/9 / 4/9)))
[1818745] ['3/7', '4/9', '5/9', '6/7', '8/3'] -> (8/3 / ((6/7 - (3/7 * 4/9)) - 5/9))
[1818773] ['3/7', '4/9', '5/9', '7/3', '7/6'] -> (((7/3 / (5/9 - 4/9)) - 3/7) * 7/6)
[1818777] ['3/7', '4/9', '5/9', '7/3', '8/5'] -> (((5/9 / (4/9 - 3/7)) / 7/3) * 8/5)
[1818780] ['3/7', '4/9', '5/9', '7/3', '9/2'] -> (((4/9 + (7/3 / 3/7)) - 5/9) * 9/2)
[1818793] ['3/7', '4/9', '5/9', '7/4', '8/9'] -> (8/9 / (((4/9 / 3/7) / 7/4) - 5/9))
[1818794] ['3/7', '4/9', '5/9', '7/4', '9/2'] -> (((5/9 / 4/9) + (7/4 / 3/7)) * 9/2)
[1818799] ['3/7', '4/9', '5/9', '7/5', '7/5'] -> (((5/9 / (4/9 - 3/7)) - 7/5) / 7/5)
[1818804] ['3/7', '4/9', '5/9', '7/5', '8/5'] -> (8/5 / ((3/7 * (5/9 - 4/9)) * 7/5))
[1818826] ['3/7', '4/9', '5/9', '7/8', '8/3'] -> ((3/7 / (5/9 - (4/9 / 7/8))) * 8/3)
[1818836] ['3/7', '4/9', '5/9', '7/9', '8/3'] -> (8/3 / (3/7 - ((4/9 * 5/9) / 7/9)))
[1818840] ['3/7', '4/9', '5/9', '7/9', '9/2'] -> (((5/9 + (7/9 / 3/7)) / 4/9) * 9/2)
[1818844] ['3/7', '4/9', '5/9', '7/9', '9/8'] -> ((3/7 / ((4/9 / 7/9) - 5/9)) / 9/8)
[1818845] ['3/7', '4/9', '5/9', '8/3', '8/3'] -> (8/3 / ((5/9 / 3/7) - (4/9 * 8/3)))
[1818847] ['3/7', '4/9', '5/9', '8/3', '8/7'] -> (8/7 / (5/9 - ((3/7 * 4/9) * 8/3)))
[1818852] ['3/7', '4/9', '5/9', '8/3', '9/7'] -> (9/7 / (3/7 - ((4/9 + 5/9) / 8/3)))
[1818854] ['3/7', '4/9', '5/9', '8/5', '8/5'] -> (8/5 / (3/7 * ((4/9 * 8/5) - 5/9)))
[1818869] ['3/7', '4/9', '5/9', '8/9', '8/9'] -> (8/9 / ((4/9 + 8/9) - (5/9 / 3/7)))
[1818873] ['3/7', '4/9', '5/9', '8/9', '9/7'] -> (9/7 / ((3/7 * (5/9 - 4/9)) / 8/9))
[1818891] ['3/7', '4/9', '6/5', '6/5', '6/7'] -> (6/7 / ((6/5 / 6/5) - (3/7 / 4/9)))
[1818899] ['3/7', '4/9', '6/5', '6/5', '8/3'] -> ((((6/5 / 3/7) + 6/5) / 4/9) * 8/3)
[1818902] ['3/7', '4/9', '6/5', '6/5', '8/9'] -> (8/9 / ((4/9 / 3/7) - (6/5 / 6/5)))
[1818916] ['3/7', '4/9', '6/5', '6/7', '8/3'] -> (8/3 / (3/7 - ((4/9 * 6/7) / 6/5)))
[1818922] ['3/7', '4/9', '6/5', '6/7', '9/5'] -> (9/5 / (6/5 - ((3/7 / 4/9) / 6/7)))
[1818923] ['3/7', '4/9', '6/5', '6/7', '9/7'] -> (9/7 / (6/7 - ((3/7 / 4/9) / 6/5)))
[1818933] ['3/7', '4/9', '6/5', '7/2', '8/5'] -> (8/5 / (((4/9 - 3/7) * 6/5) * 7/2))
[1818967] ['3/7', '4/9', '6/5', '7/4', '9/5'] -> (((6/5 / (4/9 - 3/7)) / 7/4) / 9/5)
[1818974] ['3/7', '4/9', '6/5', '7/5', '8/3'] -> (8/3 / (((6/5 - 4/9) / 7/5) - 3/7))
[1818975] ['3/7', '4/9', '6/5', '7/5', '8/5'] -> (8/5 / ((3/7 * 7/5) - (4/9 * 6/5)))
[1818976] ['3/7', '4/9', '6/5', '7/5', '8/7'] -> (8/7 / (3/7 - ((4/9 * 6/5) / 7/5)))
[1818986] ['3/7', '4/9', '6/5', '7/6', '8/3'] -> (8/3 / (3/7 - ((4/9 / 6/5) / 7/6)))
[1818987] ['3/7', '4/9', '6/5', '7/6', '8/5'] -> (8/5 / (6/5 * ((3/7 * 7/6) - 4/9)))
[1818992] ['3/7', '4/9', '6/5', '7/6', '9/5'] -> (9/5 / (6/5 - ((3/7 * 7/6) / 4/9)))
[1818999] ['3/7', '4/9', '6/5', '7/8', '8/7'] -> (8/7 / (6/5 * (3/7 - (4/9 * 7/8))))
[1819009] ['3/7', '4/9', '6/5', '7/9', '8/7'] -> (8/7 / (((4/9 / 6/5) / 7/9) - 3/7))
[1819010] ['3/7', '4/9', '6/5', '7/9', '8/9'] -> (8/9 / ((4/9 / 6/5) - (3/7 * 7/9)))
[1819033] ['3/7', '4/9', '6/5', '8/7', '8/7'] -> (8/7 / (6/5 * (3/7 - (4/9 / 8/7))))
[1819061] ['3/7', '4/9', '6/7', '6/7', '6/7'] -> (6/7 / ((6/7 / 6/7) - (3/7 / 4/9)))
[1819069] ['3/7', '4/9', '6/7', '6/7', '8/3'] -> ((((6/7 + 6/7) / 3/7) / 4/9) * 8/3)
[1819073] ['3/7', '4/9', '6/7', '6/7', '9/2'] -> (((6/7 + 6/7) / (4/9 - 3/7)) / 9/2)
[1819074] ['3/7', '4/9', '6/7', '6/7', '9/4'] -> ((6/7 / ((3/7 + 4/9) - 6/7)) / 9/4)
[1819077] ['3/7', '4/9', '6/7', '6/7', '9/8'] -> ((6/7 + 6/7) / ((4/9 * 9/8) - 3/7))
[1819085] ['3/7', '4/9', '6/7', '7/2', '8/3'] -> ((((3/7 / 6/7) + 7/2) / 4/9) * 8/3)
[1819087] ['3/7', '4/9', '6/7', '7/2', '8/7'] -> (8/7 / (((4/9 - 3/7) * 6/7) * 7/2))
[1819095] ['3/7', '4/9', '6/7', '7/3', '7/4'] -> ((7/3 / ((3/7 / 6/7) - 4/9)) / 7/4)
[1819103] ['3/7', '4/9', '6/7', '7/3', '8/9'] -> (8/9 / (((3/7 + 4/9) - 6/7) * 7/3))
[1819113] ['3/7', '4/9', '6/7', '7/4', '7/9'] -> (((6/7 / (4/9 - 3/7)) / 7/4) * 7/9)
[1819116] ['3/7', '4/9', '6/7', '7/4', '8/7'] -> (8/7 / (4/9 * (6/7 - (3/7 * 7/4))))
[1819118] ['3/7', '4/9', '6/7', '7/4', '9/2'] -> (9/2 / (((3/7 / 4/9) - 6/7) * 7/4))
[1819121] ['3/7', '4/9', '6/7', '7/4', '9/7'] -> (((6/7 / (4/9 - 3/7)) / 7/4) / 9/7)
[1819127] ['3/7', '4/9', '6/7', '7/5', '8/3'] -> (8/3 / ((6/7 - (4/9 / 7/5)) - 3/7))
[1819137] ['3/7', '4/9', '6/7', '7/6', '7/8'] -> ((7/6 / ((3/7 / 6/7) - 4/9)) / 7/8)
[1819139] ['3/7', '4/9', '6/7', '7/6', '8/3'] -> (8/3 / (6/7 * (7/6 - (4/9 / 3/7))))
[1819142] ['3/7', '4/9', '6/7', '7/6', '8/9'] -> (8/9 / ((4/9 / 3/7) - (6/7 * 7/6)))
[1819150] ['3/7', '4/9', '6/7', '7/8', '8/3'] -> (8/3 / ((3/7 / 6/7) - (4/9 * 7/8)))
[1819162] ['3/7', '4/9', '6/7', '7/9', '8/7'] -> (8/7 / ((4/9 * 6/7) - (3/7 * 7/9)))
[1819171] ['3/7', '4/9', '6/7', '8/3', '8/7'] -> (8/7 / (4/9 * (3/7 - (6/7 / 8/3))))
[1819172] ['3/7', '4/9', '6/7', '8/3', '8/9'] -> ((8/3 / ((3/7 / 4/9) - 6/7)) - 8/9)
[1819173] ['3/7', '4/9', '6/7', '8/3', '9/2'] -> (((8/3 - (4/9 * 6/7)) / 3/7) * 9/2)
[1819179] ['3/7', '4/9', '6/7', '8/5', '8/7'] -> (8/7 / (4/9 * ((6/7 / 8/5) - 3/7)))
[1819189] ['3/7', '4/9', '6/7', '8/7', '9/4'] -> ((8/7 / ((3/7 / 4/9) - 6/7)) * 9/4)
[1819197] ['3/7', '4/9', '6/7', '8/9', '9/7'] -> (9/7 / ((3/7 - (4/9 * 6/7)) / 8/9))
[1819221] ['3/7', '4/9', '7/2', '7/2', '8/3'] -> ((8/3 / (4/9 - 3/7)) / (7/2 + 7/2))
[1819224] ['3/7', '4/9', '7/2', '7/2', '8/9'] -> (8/9 / ((4/9 / 3/7) - (7/2 / 7/2)))
[1819226] ['3/7', '4/9', '7/2', '7/2', '9/4'] -> ((((7/2 / 3/7) + 7/2) / 4/9) - 9/4)
[1819229] ['3/7', '4/9', '7/2', '7/2', '9/8'] -> (((7/2 + 7/2) / 3/7) / (9/8 - 4/9))
[1819231] ['3/7', '4/9', '7/2', '7/3', '7/4'] -> (((7/3 / (4/9 - 3/7)) / 7/2) / 7/4)
[1819236] ['3/7', '4/9', '7/2', '7/3', '8/3'] -> (8/3 / (((7/3 - 4/9) / 7/2) - 3/7))
[1819237] ['3/7', '4/9', '7/2', '7/3', '8/5'] -> (((7/2 * (7/3 - 3/7)) / 4/9) * 8/5)
[1819240] ['3/7', '4/9', '7/2', '7/3', '9/2'] -> ((4/9 + ((7/2 * 7/3) / 3/7)) + 9/2)
[1819241] ['3/7', '4/9', '7/2', '7/3', '9/4'] -> (((3/7 + 7/3) / (4/9 / 7/2)) + 9/4)
[1819250] ['3/7', '4/9', '7/2', '7/4', '8/3'] -> (8/3 / (4/9 * (7/4 - (3/7 * 7/2))))
[1819254] ['3/7', '4/9', '7/2', '7/4', '9/2'] -> (9/2 / (3/7 * ((7/4 / 4/9) - 7/2)))
[1819264] ['3/7', '4/9', '7/2', '7/5', '8/5'] -> (8/5 / (3/7 * ((4/9 * 7/2) - 7/5)))
[1819283] ['3/7', '4/9', '7/2', '7/6', '9/8'] -> ((7/2 / (7/6 - (4/9 / 3/7))) / 9/8)
[1819284] ['3/7', '4/9', '7/2', '7/8', '7/8'] -> ((((7/2 / 3/7) / 4/9) / 7/8) / 7/8)
[1819288] ['3/7', '4/9', '7/2', '7/8', '8/7'] -> ((((7/2 / 3/7) / 4/9) / 7/8) * 8/7)
[1819296] ['3/7', '4/9', '7/2', '7/9', '8/3'] -> (8/3 / (7/9 - ((3/7 * 4/9) * 7/2)))
[1819322] ['3/7', '4/9', '7/2', '8/7', '8/7'] -> ((((7/2 * 8/7) / 3/7) / 4/9) * 8/7)
[1819348] ['3/7', '4/9', '7/2', '9/7', '9/8'] -> ((((7/2 + 9/7) / 3/7) / 4/9) - 9/8)
[1819370] ['3/7', '4/9', '7/3', '7/4', '8/3'] -> (8/3 / ((3/7 * 4/9) * (7/3 - 7/4)))
[1819381] ['3/7', '4/9', '7/3', '7/5', '7/8'] -> ((7/3 / (3/7 - (4/9 / 7/5))) / 7/8)
[1819395] ['3/7', '4/9', '7/3', '7/6', '8/3'] -> (8/3 / (7/3 * (3/7 - (4/9 / 7/6))))
[1819405] ['3/7', '4/9', '7/3', '7/8', '7/9'] -> (7/9 / (((4/9 - 3/7) * 7/3) * 7/8))
[1819425] ['3/7', '4/9', '7/3', '8/3', '8/3'] -> (((4/9 + 7/3) + (8/3 / 3/7)) * 8/3)
